,title,extracted_keyword_sent,selected
1276,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"these issues
pose challenges and difficulties for accurate breast tumor segmentation in
ultrasound images.various approaches based on deep learning have been developed
for tumor segmentation with promising results [13][14][15][16][17][18][19].",
1277,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"however, although these proposed
models have achieved satisfactory results in different medical segmentation
tasks, their performances are limited for breast tumor segmentation in
ultrasound images due to the low image contrast and blurry tissue boundary.to
address these challenges, we present, to the best of our knowledge, the first
work to adopt multi-scale features collected from large set of clinical
ultrasound images for breast tumor segmentation.",
1278,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,we collected 10927 cases for this research from yunnan cancer hospital.,
1279,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"for external validation, we further test our model on two independent
publicly-available datasets collected by stu-hospital (dataset 1) [22] and
syu-university (dataset 2) [23].",
1280,Developing Large Pre-trained Model for Breast Tumor Segmentation from Ultrasound Images,"the probability maps
predicted by our model are more consistent with the ground truth, especially in
the tiny structures which are difficult to capture.",
1281,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"here, we look into the problem of accurate 3d mitochondria instance
segmentation.earlier works on mitochondria segmentation employ standard image
processing and machine learning methods [20,21,33].",
1282,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"recent approaches address
[4,15,26] this problem by leveraging either 2d or 3d deep convolutional neural
network (cnns) architectures.",
1283,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"inspired from success in natural language processing
[32], recently vision transformers (vits) [6,13,19,30,31] have been successfully
utilized in different computer vision problems due to their capabilities at
modelling long-range dependencies and enabling the model to attend to all the
elements in the input sequence.",
1284,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"while self-attention has been
shown to be beneficial when combined with convolutional layers for different
medical imaging tasks, to the best of our knowledge, no previous attempt to
design spatio-temporal self-attention as an exclusive building block for the
problem of 3d mitochondria instance segmentation exists in literature.",
1285,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"the resulting spatio-temporal features of decoder are then input to
instance segmentation block to generate final instance masks, as in
baseline.semantic fg-bg adversarial loss: as discussed earlier, a common
challenge in mitochondria instance segmentation is to accurately delineate the
region of mitochondria instances from the cluttered background.",
1286,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"the mitoem [36] is a dense mitochondria instance
segmentation dataset from isbi 2021 challenge.",
1287,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"during training of mitoem, for the fair comparison, we adopt same
data augmentation technique from [36].",
1288,3D Mitochondria Instance Segmentation with Spatio-Temporal Transformers,"for fair comparison with previous works, we use the same
evaluation metrics as in the literature for both datasets.",
1289,Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T,"we
developed a conditional autoencoder (cae) to solve the b 1 inhomogeneity
problem, which is essential for the generation of metabolic cest contrast maps
at 7t.",
1290,Diffusion-Based Data Augmentation for Nuclei Image Segmentation,"therefore, the problem of
synthesizing instance map transfers to synthesizing nuclei structures.",
1291,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,"never-theless, comprehensive reviews highlight major issues of generalizability,
robustness, and reproducibility in medical imaging ai/ml [9,15].",
1292,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,"one solution to this issue is to apply a clustering
algorithm to the data, with the goal of identifying the unannotated subgroups.",
1293,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,"however, due to the complexity and high
dimensionality of the medical imaging data and the resulting difficulty in
establishing a concrete notion of similarity, extracting low-dimensional
characteristics becomes the key to establishing the best criteria for grouping.",
1294,Deep Unsupervised Clustering for Conditional Identification of Subgroups Within a Digital Pathology Image Set,"while cdvade can be used as an exploratory tool to unveil unknown subgroups in a
given dataset, developing specialized quantitative evaluation metrics for this
unsupervised task is inherently difficult and will also be a focus in our future
work.",
1295,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,"however, how to arrange these glcms to form the 3d
volume to optimize the performance is a major challenge.with the goal of
classifying normal from abnormal bp, we explored the approach of deep texture
learning.",
1296,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,"following irb approval for this study, we search for patients with metastatic
breast cancer who had a breast cancer mri performed between 2010 and 2020 and
had morphologically positive bp on the mri report from our electronic medical
records (emr) in * hospital.",
1297,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,"good, fair and poor.",
1298,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,"since the tpp matrix is always small, there are
only 15 layers in tpp which could reduce the risk of overfitting issue met in
deeper neural networks.",
1299,A Texture Neural Network to Predict the Abnormal Brachial Plexus from Routine Magnetic Resonance Imaging,"since each channel is corresponding with one tpp, it can solve the
pattern arrangement issue occurred in glcm-cnn.",
1300,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,"to address the problem, an anchor-free cnnbased
circular object detection method circlenet [16] is proposed for glomeruli
detection.",
1301,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,"but it also suffers poor detection
accuracy for overlapping objects and requires additional post-processing steps
to obtain the final detection results.recently, detr [1], a transformer-based
object detection method reformulates object detection as a set-to-set prediction
problem, and it removes both the hand-crafted anchors and the non-maximum
suppression (nms) postprocessing.",
1302,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,"to address the difficulty optimizing
non-overlapping bounding boxes, generalized iou (giou) [13] is introduced as a
loss for rectangle object detection tasks.",
1303,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,"monuseg dataset is a public dataset from the 2018 multi-organ
nuclei segmentation challenge [6].",
1304,CircleFormer: Circular Nuclei Detection in Whole Slide Images with Circle Queries and Attention,"we assume increasing the number of heads brings too
many parameters and makes the model difficult to converge.",
1305,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,"recently, self-supervised representation learning (ssl) has
emerged as a promising approach to alleviate this problem [1,3].",
1306,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,"resnet [9]) that lack this symmetry, we here directly incorporate this
inductive bias via a permutation-equivariant head h that is a generalization of
the set permutation-equivariant layer proposed in [32] to dense inputs.",
1307,Self-supervised Dense Representation Learning for Live-Cell Microscopy with Time Arrow Prediction,"using the permutation-equivariant head alleviated this
problem and enabled a consistent loss decrease already from the beginning of
training.",
1308,Prompt-MIL: Boosting Multi-instance Learning Schemes via Task-Specific Prompt Tuning,"to address this issue, we utilize the
patch batching and gradient retaining techniques from [25].",
1309,Prompt-Based Grouping Transformer for Nucleus Detection and Classification,"it is a
challenge to infer the nucleus types due to the diversity and unbalanced
distribution of nuclei.",
1310,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"a standard approach for
estimating rdd functions is to represent the measurement signal using basis
functions of different diffusivity and relaxation rates which may lead to biased
estimation results because of the strong coupling between basis signals.this
work introduces the maximum entropy (me) estimation method for more accurate
estimation of rdd functions by adapting theories and techniques developed for
the classical hausdorff moment problems [10,13,15,18].",
1311,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"me estimation is also a
standard approach for high-resolution power spectral estimation of time series
data which involves a similar trigonometric moment problem [7,21].",
1312,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"to this
end, we first show that the problem of estimation rdd function is equivalent to
the multivariate hausdorff moment problem by applying a change of variables.",
1313,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"three formulations of maximum entropy (me) estimation problems are proposed to
estimate me-rdd functions in different parameter spaces.",
1314,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"next, let s k := s(x k ) which satisfies thatwhere p(θ) = e
-xmin•θ p(θ) is a scaled rdd function adjusted based on the non-zero minimum
te.the hausdorff moment problem focuses on the existence of distribution
functions that satisfy a sequence of power moments [10,15].",
1315,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"to change s k to
power moments as in the hausdorff moment problem, we define γ := [e -δ b θ1 , e
-δtθ2 ], which takes value in the interval γ := [e -δ b d0 , 1] × [e -δtr0 , 1].",
1316,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"therefore the problem of estimating rdd functions using finite rdmri
measurements is equivalent to a multivariate hausdorff moment problem.",
1317,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"we note
that the unit interval is usually considered in hausdorff moment problems.",
1318,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"in moment
problems, the maximum entropy (me) method is a standard approach to estimate
probability distributions and power spectral density functions [15].",
1319,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"(3), ( 4) and ( 5), three
optimization problems are introduced to estimate me-rdd functions below.the
first me problem is developed based on eq.",
1320,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"the solutions to me
problems have been extensively investigated in moment problems [15].",
1321,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"( 4), the second me
problem is introduced as below:where p(θ) is the pre-scaled rdd to adjust for
the nonzero t min .",
1322,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"( 5) by
solving the following problem:γby changing the variable γ back to θ, eq.",
1323,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"( 7), ( 9) and ( 12) can be obtained by
solving the dual formulation of the me problems, which can be expressed as
energy minimization problems based on the dual formulations.for the solution in
eq.",
1324,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"( 12) can be obtained by minimizing the following to convex
energy functions:in this paper, the energy minimization problem was solved using
a customized newton algorithm with the armijo line-search method [5].",
1325,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"we solved a constrained l 2
minimization problem to find the optimal non-negative coefficient c n with
minimum l 2 norm.",
1326,Maximum-Entropy Estimation of Joint Relaxation-Diffusion Distribution Using Multi-TE Diffusion MRI,"to our knowledge, this
is the first work showing that the estimation of multidimensional rdd functions
is equivalent to the classical multivariate hausdorff moment problem.",
1327,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,"to this effect, we introduce a vision transformer based dl model1
that can synthesize brain 2 mri images that correspond to arbitrary dose levels,
by training on a highly imbalanced dataset with only t1w pre-contrast, t1w 10%
low-dose, and t1w ce standard dose images.",
1328,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,"iterative learning design: dl based models tend to perform poorly when the
training data is highly imbalanced [11].",
1329,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,"furthermore, the problem of arbitrary
dose simulation requires the interpolation of intermediate dose-levels using a
minimum number of data points.",
1330,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,"we
first utilize this design paradigm for the dose simulation task and train an
end-to-end model on a highly imbalanced dataset where only t1w pre-contrast, t1w
low-dose, and t1w post-contrast are available.as shown in fig.",
1331,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,"to tackle the problem of
gradient explosion or vanishing, ""soft labels"" are generated using linear
scaling.",
1332,Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model,"2)
tumor segmentation using the t1ce volumes synthesized in the above step, we
perform tumor segmentation using the winning solution of brats 2018 challenge
[26].",
1333,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,"however, multiple
challenges exist when using streamline data as deep network input.",
1334,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,"one
well-known challenge is that streamlines can be equivalently represented in
forward or reverse order [11,39], complicating their direct representation as
vectors [7] or images [44].",
1335,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,"another challenge is that the geometric
relationships between the streamlines in the brain have previously been ignored:
existing parcellation methods [7,[15][16][17]37,39,44] train and classify each
streamline independently.",
1336,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,"finally, computational cost can pose a challenge for
the parcellation of large tractography datasets that can include thousands of
subjects with millions of streamlines per subject.in this work, we propose a
novel point-cloud-based strategy that leverages neighboring and whole-brain
streamline information to learn local-global streamline representations.",
1337,TractCloud: Registration-Free Tractography Parcellation with a Novel Local-Global Streamline Point Cloud Representation,"recently,
registration-free techniques have been proposed for tractography parcellation to
handle computational challenges resulting from large inter-subject variability
and to increase robustness to image registration inaccuracies [19,29].",
1338,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,"the problem can be
simplified by considering per-axon diffusion models [8,10,28], which typically
factor out orientation information and hence involve less parameters.",
1339,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,"we can solve
for x in ( 6) via an augmented problem with the osqp solver 1 :(ii) relaxation
times.",
1340,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,"with x solved, e and w can be determined by minimizing a constrained
non-linear multivariate problem:which can be solved using a gradient based
optimizer.",
1341,Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture,"with e
determined, (3) can be rewritten as a strictly convex quadratic programming (qp)
problem:which can be solved using the osqp solver.",
1342,Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,"it is
also difficult to achieve accurate labeling because of the large variations
among different cells and the variability of reading experiences among
pathologists.work has been devoted to reducing dependency on manual annotations
recently.",
1343,Exploring Unsupervised Cell Recognition with Prior Self-activation Maps,"it combines the advantage of correlation filters
and deep learning but needs iterative training and finetuning.cnns with
inductive biases have priority over local features of the nuclei with dense
distribution and semi-regular shape.",
1344,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"to provide accurate brain anatomy, we perform image preprocessing and
brain tissue segmentation for these mris to generate ground-truth segmentation
of three tissues, i.e., white matter (wm), gray matter (gm) and cerebrospinal
fluid (csf), using an in-house toolbox ibeat [16] with manual verification.the
downstream model is trained on 1) a late-life depression (lld) study with 309
subjects from two sites [17,18], and 2) a type 2 diabetes mellitus (dm) study
with 82 subjects from the first affiliated hospital of guangzhou university of
chinese medicine.",
1345,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"all mris
are preprocessed via the following pipeline: 1) bias field correction, 2) skull
stripping, 3) affine registration to the mni space, 4) resampling to 1 × 1 × 1
mm 3 , 5) deformable registration to aal3 [19] with syn [20], and 6) warping 166
regions-of-interest (rois) of aal3 back to mri volumes.proposed method.",
1346,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"for problems without ground-truth segmentation
maps, we can resort to an mri reconstruction task to train the pretext model in
an unsupervised manner.(2) downstream model for prediction.",
1347,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"such
partition is repeated five times independently to avoid any bias introduced by
random partition, and the mean and standard deviation results are recorded.",
1348,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"second, among 10 deep models, our bar produces the lowest
standard deviation in most cases (especially on sen and spe), suggesting its
robustness to bias introduced by random data partition in the downstream task.",
1349,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"cnd classification is more
challenging, which could be due to the more imbalanced training data in this
task (as shown in table sii of supplementary materials).",
1350,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"there are a total of 42
subjects (i.e., 17 mci and 25 hc) used for training in this task, which are
fewer but more balanced than the two tasks in the lld study (see table sii).",
1351,Brain Anatomy-Guided MRI Analysis for Assessing Clinical Progression of Cognitive Impairment with Structural MRI,"these results imply that data
imbalance may be an important issue affecting the performance of deep learning
models when the number of training samples is limited.segmentation results.",
1352,atTRACTive: Semi-automatic White Matter Tract Segmentation Using Active Learning,"however, such algorithms are commonly
trained on healthy subjects and have shown issues in processing cases with
anatomical abnormalities, e.g.",
1353,B-Cos Aligned Transformers Learn Human-Interpretable Features,"making artificial neural networks more interpretable, transparent, and
trustworthy remains one of the biggest challenges in deep learning.",
1354,B-Cos Aligned Transformers Learn Human-Interpretable Features,"to
address these issues, we propose a novel family of transformer architectures
based on the b-cos transform originally developed for cnns [7].",
1355,B-Cos Aligned Transformers Learn Human-Interpretable Features,"therefore, we
choose this problem as our target.",
1356,B-Cos Aligned Transformers Learn Human-Interpretable Features,"5: when bvt
is trained from scratch, the model faces a trade-off between learning the weight
and input alignment and finding the appropriate inductive bias to solve the
classification task.",
1357,B-Cos Aligned Transformers Learn Human-Interpretable Features,"by reintroducing many of the inductive biases of cnns
through the window attention in the case of swin or transfer learning in the
case of bvt, the model likely overcomes this initial problem.moreover, we would
like to emphasize that the modified models have no negative impact on the
model's performance.",
1358,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,"moreover, unlike
conventional super-resolution models trained on a cohort, a personalized model
is of clinical relevance to avoid the danger of potential misdiagnosis caused by
cohort-learned biases.",
1359,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,"key reasons behind inr's success can be attributed to
overcoming the low-frequency bias of multi-layer perceptrons (mlp) [21,24,25].",
1360,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,"in this section, we first formally introduce the problem of joint
super-resolution of multi-contrast mri from only one image per contrast per
patient.",
1361,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,"subsequently, we detail our model architecture and
training configuration.problem statement.",
1362,Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations,"to enable fair evaluation between our predictions and the reference hr
ground truths, the in-plane snr between the lr input scan and corresponding
ground truth has to match.",
1363,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"patients with gbm generally have a very poor survival rate;
the median overall survival time is about 14 months [17]; and the overall
survival time is affected by many factors, including patient characteristics
(e.g., age and physical status), tissue histopathology (e.g., cellular density
and nuclear atypia), and molecular pathology (e.g., mutations and gene
expression levels) [1,14,15].",
1364,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"although these factors, particularly molecular
information, have usually proved to be strong predictors of survival in gbm,
there remain substantial challenges and unmet clinical needs to exploit easily
accessible, noninvasive neuroimaging data acquired preoperatively to predict
overall survival time of gbm patients, which can benefit treatment planning.to
do so, magnetic resonance imaging (mri) and its derived radiomics have been
widely used to study gbm preoperative prognosis over the last few decades.",
1365,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"in order to circumvent these issues, in this paper we
introduce a novel neuroimaging feature family, namely functional lesion network
(fln) maps that are generated by our augmented lesion network mapping (a-lnm),
for overall survival time prediction of gbm patients.",
1366,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"it publicly released preprocessed
restingstate fmri data of 1000 healthy right-handed subjects with an average age
21.5 ± 2.9 years and approximately equal numbers of males and females from the
brain genomics superstruct project (gsp) [5], where the concrete image
acquisition parameters and preprocessing procedures can be found as well.",
1367,Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping,"in all
experiments, we conducted five-fold crossvalidation ten times in order to reduce
the effect of sampling bias.",
1368,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"a difficulty faced by surgeons performing endoscopic pituitary surgery is
identifying the areas of the bone which are safe to open.",
1369,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"hence, the task can be split into two sub-tasks to account for these
difficulties in identification: (1) the semantic segmentation of the two larger,
visually distinct, and frequently occurring structures (sella and clival
recess); and (2) the centroid detection of the eight smaller structures (fig.",
1370,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"to the best of the authors' knowledge, this is the
first work addressing the problem at this granularity.",
1371,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"an extension of logits
cross-entropy, logits focal loss, was used instead as it accounts for data
imbalance between classes.centroid detection: 5-models were trialed: 3-models
consisted of encoders with a convolution layer and linear activation; and
2-models consisted of encoderdecoders with an average pooling layer and sigmoid
activation with 0.3 dropout.",
1372,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"to account for structure data imbalance, images were randomly
split such that the number of structures in each fold is approximately even.",
1373,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"images: images come from 64-videos of endoscopic pituitary surgery where the
sellar phase is present [9], recorded between 30 aug 2018 and 20 feb 2021 from
the national hospital of neurology and neurosurgery, london, united kingdom.",
1374,A Multi-task Network for Anatomy Identification in Endoscopic Pituitary Surgery,"this emphasizes the challenge of
identifying smaller structure in computer vision, and supports the need for
detection and multi-task solutions.",
1375,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"in this work, we propose a method
for visualizing intrahepatic structures after organ motion and needle-induced
deformations, in non-injected images, by exploiting image features that are
generally not perceivable by the human eye in common clinical workflows.to
address this challenge, two main strategies could be considered: image fusion
and image processing techniques.",
1376,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"this process is often described as an optimization problem [9,10] which
can be computationally expensive when dealing with non-linear deformations,
making their use in a clinical workflow limited.",
1377,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"recent deep learning approaches
[11,12,14] have proved to be a successful alternative to solve image fusion
problems, even when a large non-linear mapping is required.",
1378,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"however, such unsupervised methods fail
at solving our problem due to lack of similar image features between the
contrasted (cct) and non-contrasted (ncct) image in the vascular tree region
(see sect.",
1379,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"3.3).on the other hand, deep learning techniques have proven to be
very efficient at solving image processing challenges [15].",
1380,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"yet, segmenting vessels from non-contrasted images remains a challenge for
the medical imaging community [16].",
1381,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"however,
applying such methods to generate a contrasted intraoperative ct is not a
sufficiently accurate solution for the problem that we address.",
1382,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"we note that public data sets
such as deeplesion [24], 3dircadb-01 [25] and others do not fit our problem
since they do not include the ncct images.",
1383,Intraoperative CT Augmentation for Needle-Based Liver Interventions,"being a commonly used metric for
segmentation problems, dice aligns the nature of our problem as well as the
clinical impact of our solution.",
1384,Intraoperative CT Augmentation for Needle-Based Liver Interventions,the problem that we address can be seen from different angles.,
1385,Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue,none,
1386,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,"in fracnet, rib fracture detection was formulated as a
segmentation problem, but with a resultant dice of 71.5%, it merely outlined the
fracture site coarsely without delineating the fracture surface [7].",
1387,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,"learning-based methods that directly deal with fracture segmentation have rarely
been studied.fracture segmentation is still a challenging task for the
learning-based method because (1) compared to the more common organ/tumor
segmentation tasks where the model can implicitly learn the shape prior of an
object, it is difficult to learn the shape information of a bone fragment due to
the large variations in fracture types and shapes [10]; (2) the fracture surface
itself can take various forms including large space (fragments isolated and
moved), small gap (fragments isolated but not moved), crease (fragments not
completely isolated), compression (fragments collided), and their combinations,
resulting in quite different image intensity profiles around the fracture site;
and (3) the variable number of bone fragments in pelvic fracture makes it
difficult to prescribe a consistent labeling strategy that applies to every type
and case.this paper proposes a deep learning-based method to segment pelvic
fracture fragments from preoperative ct images automatically.",
1388,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,"these data is collected from 100 patients (aged 18-74 years,
41 females) who were to undergo pelvic reduction surgery at beijing jishuitan
hospital between 2018 and 2022, under irb approval (202009-04).",
1389,Pelvic Fracture Segmentation Using a Multi-scale Distance-Weighted Neural Network,"the deep
supervision and smooth transition strategies stabilized the training, and
achieved the overall best results, with balanced local and global
performance.the average inference time for the fracture segmentation network was
12 s.",
1390,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,"to address these unique challenges, we
proposed a new contrastive learning (cl) framework to detect matching landmarks
in intra-operative us with those from mri as references.",
1391,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,"in contrast, our described application is more challenging due to the 3d nature,
difficulty in inter-modal feature learning, weaker anatomical contrast (i.e.,
mri vs us), and variable landmark locations.",
1392,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,"to date, cl has not been explored in multi-modal landmark detection, a unique
problem in clinical applications.",
1393,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,"this dataset is a deep-learning-ready version of the original resect database,
and was released as part of the 2020 learn2reg challenge [24].",
1394,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,"inter-modal anatomical landmark localization is still a difficult task,
especially for the described application, where landmarks have no consistent
spatial arrangement across different cases and image features in us are rough.",
1395,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,we tackled the challenge with the cl framework for the first time.,
1396,Towards Multi-modal Anatomical Landmark Detection for Ultrasound-Guided Brain Tumor Resection with Contrastive Learning,"as a baseline
comparison, we employed the sift algorithm, which has demonstrated excellent
performance in a large variety of computer vision problems for keypoint
matching.",
1397,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,"this exacerbates the focusing issues, making
current real-time handheld hsi imaging systems particularly challenging to
focus, posing significant usability issues.",
1398,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,"figure 1 highlights the limited
focal depth of our system, and shows a typical target that the surgeon must
manually bring into focus during surgery.the issue of reduced focal depth in
real-time hsi systems could be mitigated by the introduction of a video
autofocus system.",
1399,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,"we
randomise the order of the focal powers to reduce systematic bias caused by the
response of the liquid lens.",
1400,Deep Reinforcement Learning Based System for Intraoperative Hyperspectral Video Autofocusing,"while regression based approcahes may work,
reinforcement learning provides a natural framework for this problem by allowing
the policy to model the trade-off between maximisation and exploration.",
1401,Surgical Video Captioning with Mutual-Modal Concept Alignment,"due to the variability of lesions
and surgical operations, surgical videos contain complex visual contents, and
thus it is difficult to directly learn the mapping from the visual input to the
text output.",
1402,Surgical Video Captioning with Mutual-Modal Concept Alignment,"these surgical videos are recorded at the
prince of wales hospital, chinese university of hong kong, where surgeons remove
pituitary tumors through the endonasal corridor to the skull base.",
1403,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"one challenge arises from the inherent uncertainty of future
trajectories.",
1404,Imitation Learning from Expert Video Data for Dissection Trajectory Prediction in Endoscopic Surgical Procedure,"while advanced probabilistic models are employed to capture the complexity and
variability of dissection trajectories [14,19,25], how to ensure reliable
predictions across various surgical scenes still remains a great challenge.",
