title,authors,page_numbers,doi,publication_year,vol_number,paper_id,path,extracted_sentence,extracted_sents_keywords
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","today, no bias miti-
gation methods consistently outperform the baseline approach of empirical risk
minimisation (erm)"
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","if we wish to deploy appropriate and fair automated systems, we must ﬁrst
understand the underlying mechanisms causing erm models to become biased."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","https://doi.org/10.1007/978-3-031-43898-1_18
180
c. jones et al.
image classiﬁers (e.g. biological sex from chest x-ray can be predicted with
> 0.98 auc)."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","this is especially relevant in
medical imaging, where attributes such as age, biological sex, self-reported race,
socioeconomic status, and geographic location are often considered sensitive for
various clinical, ethical, and societal reasons."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","we show that the ability of
models to detect which group an individual belongs to varies across modalities
and groups in medical imaging and that this property has profound consequences
for the performance and fairness of deep classiﬁers."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","to the best of our knowledge,
ours is the ﬁrst work which analyses group-fair image classiﬁcation through the
lens of subgroup separability."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","– we show theoretically that such diﬀerences in subgroup separability aﬀect
model bias in learned classiﬁers and that group fairness metrics may be inap-
propriate for datasets with low subgroup separability."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","2
related work
group-fair image analysis seeks to mitigate performance disparities caused by
models exploiting sensitive information."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","follow-up work has addi-
tionally shown that these models may use sensitive information to bias their
predictions [7,8]."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","unfortunately, standard bias mitigation methods from com-
puter vision, such as adversarial training [1,14] and domain-independent training
[24], are unlikely to be suitable solutions."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","[26] showed that bias mitigation methods worsen
performance for all groups compared to erm, giving a stark warning that blindly
applying methods and metrics leads to a dangerous ‘levelling down’ eﬀect [16]."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","one step towards overcoming these challenges and developing fair and perfor-
mant methods is understanding the circumstances under which deep classiﬁers
learn to exploit sensitive information inappropriately."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","closely related to our work is oakden-rayner et al., who
consider how ‘hidden stratiﬁcation’ may aﬀect learned classiﬁers [18]; similarly,
jabbour et al. use preprocessing ﬁlters to inject spurious correlations into chest
x-ray data, ﬁnding that erm-trained models are more biased when the corre-
lations are easier to learn [12]. outside of fairness, our work may have broader
impact in the ﬁelds of distribution shift and shortcut learning [6,25], where many
examples exist of models learning to exploit inappropriate spurious correlations
[3,5,17], yet tools for detecting and mitigating the problem remain immature."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","suppose we have access to a
(biased) training dataset, where ptr is the conditional distribution between train-
ing images and training labels; we say that such a dataset is biased if ptr ̸= p.
we focus on group fairness, where each individual belongs to a subgroup a ∈ a
and aim to learn a fair model that maximises performance for all groups when
deployed on an unbiased test dataset drawn from p. we assume that the groups
are consistent across both datasets."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","the bias we consider in this work is under-
diagnosis, a form of label noise [4] where some truly positive individuals x+ are
mislabeled as negative."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","(8) demonstrate that
tpr of the underdiagnosed group is directly aﬀected by bias from the training
set while other groups are mainly unaﬀected."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","given this diﬀerence across groups,
an appropriately selected group fairness metric may be able to identify the bias,
in some cases even without access to an unbiased test set [23]."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","in such sit-
uations, we expect performance degradation to be uniform across groups and
thus not be detected by group fairness metrics."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","tpr(b)
a
≈ |ptr(y|x+, a) > 0.5|
n+,a
≤ |p(y|x+, a) > 0.5|
n+,a
≈ tpr(u)
a , ∀a ∈ a
(10)
we have derived the eﬀect of underdiagnosis bias on classiﬁer performance
for the two extreme cases of high and low subgroup separability."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","4, we empirically investigate (i) how subgroup separa-
bility varies in the wild, (ii) how separability impacts performance for each group
when underdiagnosis bias is added to the datasets, (iii) how models encode sen-
sitive information in their representations."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","mean and standard deviation are
reported over ten random seeds, with results sorted by ascending mean auc.
dataset-attribute
modality
subgroups
auc
group 0 group 1
μ
σ
papila-sex
fundus image
male
female
0.642 0.057
ham10000-sex
skin dermatology male
female
0.723 0.015
ham10000-age
skin dermatology <60
≥60
0.803 0.020
papila-age
fundus image
<60
≥60
0.812 0.046
fitzpatrick17k-skin skin dermatology i–iii
iv–vi
0.891 0.010
chexpert-age
chest x-ray
<60
≥60
0.920 0.003
mimic-age
chest x-ray
<60
≥60
0.930 0.002
chexpert-race
chest x-ray
white
non-white 0.936 0.005
mimic-race
chest x-ray
white
non-white 0.951 0.004
chexpert-sex
chest x-ray
male
female
0.980 0.020
mimic-sex
chest x-ray
male
female
0.986 0.008"
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","age is consistently
well predicted across all modalities, whereas separability of biological sex varies,
184
c. jones et al.
with prediction of sex from fundus images being especially weak."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","performance degradation under label bias
we now test our theoretical ﬁnding: models are aﬀected by underdiagnosis dif-
ferently depending on subgroup separability."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","we inject underdiagnosis bias into
each training dataset by randomly mislabelling 25% of positive individuals in
group 1 (see table 1) as negative."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","in these experiments, the
proportion of mislabelled images is small relative to the total population; thus,
the underdiagnosed subgroups mostly recover from label bias by sharing the
subgroup separability in medical image classiﬁcation
185
correct mapping with the uncorrupted group."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","we see a statistically signiﬁcant performance drop for group 0 in the
mimic-sex experiment – we believe this is because the model learns separate
group-wise mappings, shrinking the eﬀective size of the dataset for group 0.
use of sensitive information in biased models
finally, we investigate how biased models use sensitive information."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","in fairness liter-
ature, data is often assumed to contain suﬃcient information to identify indi-
viduals as subgroup members."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","we showed,
theoretically and empirically, that the performance and fairness of models trained
on biased data depends on subgroup separability."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","when separability is high,
models learn to exploit the sensitive information and the bias is reﬂected by stark
subgroup diﬀerences."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","this indicates that group
fairness metrics may be insuﬃcient for detecting bias when separability is low."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","our analysis centred on bias in classiﬁers trained with the standard approach
of empirical risk minimisation – future work may wish to investigate whether
subgroup separability is a factor in the failure of bias mitigation methods and
whether it remains relevant in further image analysis tasks (e.g. segmentation)."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.",sources of bias matter.
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","in our experiments, we injected underdiagnosis bias
into the training set and treated the uncorrupted test set as an unbiased ground
truth."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","at least
some of the datasets may already contain an unknown amount of underdiagnosis
bias (among other sources of bias)"
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","this pre-existing bias will likely have
a smaller eﬀect size than our artiﬁcial bias, so it should not play a signiﬁcant
role in our results."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","still, the unmeasured bias may explain some variation in
results across datasets."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","future work should investigate how subgroup separability
interacts with other sources of bias."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","we renew the call for future datasets to be
released with patient metadata and multiple annotations to enable analysis of
diﬀerent sources and causes of bias.
reproducibility and impact."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","references
1. alvi, m., zisserman, a., nell˚aker, c.: turning a blind eye: explicit removal of biases
and variation from deep neural network embeddings."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","potential sources of dataset bias complicate
investigation of underdiagnosis by machine learning algorithms."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","detecting and
preventing shortcut learning for fair medical ai using shortcut testing (short)
4. castro, d.c., walker, i., glocker, b.: causality matters in medical imaging."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","https://doi.org/10.1038/s42256-020-00257-z
7. gichoya, j.w., et al.: ai recognition of patient race in medical imaging: a mod-
elling study."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","https://doi.org/10.1016/j.ebiom.2023.104467
9. groh, m., harris, c., daneshjou, r., badri, o., koochek, a.: towards transparency
in dermatology image datasets with skin tone annotations by experts, crowds,
and an algorithm."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","https://doi.org/10.1038/s41597-022-01388-1
16. mittelstadt, b., wachter, s., russell, c.: the unfairness of fair machine learning:
levelling down and strict egalitarianism by default, january 2023
17."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","https://doi.org/10.1145/3368555.3384468
19. rajpurkar, p., et al.: chexnet: radiologist-level pneumonia detection on chest x-
rays with deep learning, november 2017
20. seyyed-kalantari, l., zhang, h., mcdermott, m.b., chen, i.y., ghassemi, m.:
underdiagnosis bias of artiﬁcial intelligence algorithms applied to chest radiographs
in under-served patient populations."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","wachter, s., mittelstadt, b., russell, c.: bias preservation in machine learning:
the legality of fairness metrics under eu non-discrimination law."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","wang, z., et al.: towards fairness in visual recognition: eﬀective strategies for bias
mitigation."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","in: international
conference on learning representations, january 2022
26. zietlow, d., et al.: leveling down in computer vision: pareto ineﬃciencies in fair
deep classiﬁers."
The Role of Subgroup Separability in Group-Fair Medical Image Classification,"Charles Jones, Mélanie Roschewitz, Ben Glocker",179-188,10.1007/978-3-031-43898-1_18,2023,3,169,miccai23vol3/paper_18.pdf,"nauta, m., walsh, r., dubowski, a., seifert, c.: uncovering and correcting short-
cut learning in machine learning models for skin cancer diagnosis.","zong, y., yang, y., hospedales, t.: medfair: benchmarking fairness for medical
imaging."
Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound,"Zhi Cao, Weijing Zhang, Keke Chen, Di Zhao, Daoqiang Zhang, Hongen Liao et al.",159-168,10.1007/978-3-031-43987-2_16,2023,6,170,miccai23vol6/paper_16.pdf,"[9,10] modeled the visual search
behavior of radiologists for breast cancer using cnn and injected human visual
attention into cnn to detect missing cancer in mammography.",None
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"Haojie Han, Hongen Liao, Daoqiang Zhang, Wentao Kong, Fang Chen",169-179,10.1007/978-3-031-43987-2_17,2023,6,171,miccai23vol6/paper_17.pdf,"[5] proposed a
domain-knowledge-guided temporal attention module for breast cancer diagno-
sis.","our dataset contained 282 consecutive patients who underwent thy-
roid nodule examination at nanjing drum tower hospital."
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"Haojie Han, Hongen Liao, Daoqiang Zhang, Wentao Kong, Fang Chen",169-179,10.1007/978-3-031-43987-2_17,2023,6,171,miccai23vol6/paper_17.pdf,"[5] proposed a
domain-knowledge-guided temporal attention module for breast cancer diagno-
sis.","all data were approved by the institu-
tional review board of nanjing drum tower hospital, and all patients signed
the informed consent before enrollment into the study."
Thyroid Nodule Diagnosis in Dynamic Contrast-Enhanced Ultrasound via Microvessel Infiltration Awareness,"Haojie Han, Hongen Liao, Daoqiang Zhang, Wentao Kong, Fang Chen",169-179,10.1007/978-3-031-43987-2_17,2023,6,171,miccai23vol6/paper_17.pdf,"[5] proposed a
domain-knowledge-guided temporal attention module for breast cancer diagno-
sis.","for fair comparison, all methods used the manually
annotated lesion mask to assist the diagnosis."
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"Kazuma Kobayashi, Lin Gu, Ryuichiro Hataya, Mototaka Miyake, Yasuyuki Takamizawa, Sono Ito et al.",403-413,10.1007/978-3-031-43895-0_38,2023,2,172,miccai23vol2/paper_39.pdf,"for example, although small but signif-
icant disease characteristics (e.g., depth of cancer invasion) can sometimes alter
diagnosis and treatment, collecting pairs with and without these characteristics
is cumbersome.","both were
in-house datasets collected from a single hospital."
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"Kazuma Kobayashi, Lin Gu, Ryuichiro Hataya, Mototaka Miyake, Yasuyuki Takamizawa, Sono Ito et al.",403-413,10.1007/978-3-031-43895-0_38,2023,2,172,miccai23vol2/paper_39.pdf,"another major challenge is longitudinal tracking of pathologi-
cal progression over time (e.g., from the early stage of cancer to the advanced
stage), which is diﬃcult to understand because medical images are often snap-
shots.","both were
in-house datasets collected from a single hospital."
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"Kazuma Kobayashi, Lin Gu, Ryuichiro Hataya, Mototaka Miyake, Yasuyuki Takamizawa, Sono Ito et al.",403-413,10.1007/978-3-031-43895-0_38,2023,2,172,miccai23vol2/paper_39.pdf,"1b shows
that whether or not rectal cancer invades the muscularis propria (i.e., b-2 vs.
b-3) aﬀects cancer staging (i.e., t1 vs. t2) as well as treatment strategy (i.e.,
endoscopic resection vs. surgery).","both were
in-house datasets collected from a single hospital."
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"Kazuma Kobayashi, Lin Gu, Ryuichiro Hataya, Mototaka Miyake, Yasuyuki Takamizawa, Sono Ito et al.",403-413,10.1007/978-3-031-43895-0_38,2023,2,172,miccai23vol2/paper_39.pdf,"the pelvic mri dataset with rectal cancer contained 289 image series for train-
ing and 100 image series for testing.","both were
in-house datasets collected from a single hospital."
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"Kazuma Kobayashi, Lin Gu, Ryuichiro Hataya, Mototaka Miyake, Yasuyuki Takamizawa, Sono Ito et al.",403-413,10.1007/978-3-031-43895-0_38,2023,2,172,miccai23vol2/paper_39.pdf,"the chest ct dataset with lung
cancer contained 500 image series for training and 100 image series for testing.","both were
in-house datasets collected from a single hospital."
Towards AI-Driven Radiology Education: A Self-supervised Segmentation-Based Framework for High-Precision Medical Image Editing,"Kazuma Kobayashi, Lin Gu, Ryuichiro Hataya, Mototaka Miyake, Yasuyuki Takamizawa, Sono Ito et al.",403-413,10.1007/978-3-031-43895-0_38,2023,2,172,miccai23vol2/paper_39.pdf,"because our self-supervised segmentation extracts low- to mid-level image con-
tent, a semantic object (e.g., rectum or lung cancer) typically consists of multiple
segmentation classes shared with other objects (see the magniﬁed images in
fig.","both were
in-house datasets collected from a single hospital."
